rank,lemma,PoS,freq,perMil,disp
2258,gap,n,37884,38.15,0.95
2259,veteran,n,37880,38.15,0.94
2260,below,i,37877,38.14,0.96
2261,disagree,v,37874,38.14,0.94
2262,characteristic,n,37848,38.11,0.84
2263,protein,n,37846,38.11,0.88
2264,resolution,n,37841,38.11,0.93
2265,whole,n,37840,38.11,0.96
2266,regard,v,37839,38.1,0.95
2267,fewer,d,37775,38.04,0.95
2268,engineer,n,37679,37.94,0.95
2269,walk,n,37624,37.89,0.97
2270,dish,n,37580,37.84,0.93
2271,waste,n,37529,37.79,0.92
2272,print,n,37504,37.77,0.95
2273,depression,n,37492,37.76,0.94
2274,dude,n,37467,37.73,0.88
2275,fat,j,37455,37.72,0.96
2276,present,n,37433,37.7,0.98
2277,upper,j,37419,37.68,0.96
2278,wrap,v,37396,37.66,0.94
2279,ceo,n,37374,37.64,0.92
2280,visual,j,37347,37.61,0.89
2281,initiative,n,37346,37.61,0.94
2282,rush,v,37327,37.59,0.95
2283,gate,n,37317,37.58,0.96
2284,slow,v,37312,37.57,0.98
2285,whenever,r,37287,37.55,0.98
2286,entry,n,37187,37.45,0.96
2287,japanese,j,37170,37.43,0.93
2288,gray,j,37161,37.42,0.9
2289,assistance,n,37154,37.42,0.94
2290,height,n,37131,37.39,0.96
2291,compete,v,37112,37.37,0.95
2292,rule,v,37088,37.35,0.97
2293,due,j,37060,37.32,0.97
2294,essentially,r,37053,37.31,0.95
2295,benefit,v,37025,37.29,0.95
2296,phase,n,37013,37.27,0.91
2297,conservative,n,36998,37.26,0.93
2298,recover,v,36947,37.21,0.98
2299,criticism,n,36941,37.2,0.94
2300,faculty,n,36906,37.17,0.85
2301,achievement,n,36879,37.14,0.87
2302,alcohol,n,36823,37.08,0.94
2303,therapy,n,36823,37.08,0.95
2304,offense,n,36790,37.05,0.93
2305,touch,n,36766,37.02,0.97
2306,killer,n,36754,37.01,0.97
2307,personality,n,36750,37.01,0.96
2308,landscape,n,36719,36.98,0.93
2309,deeply,r,36653,36.91,0.97
2310,reasonable,j,36622,36.88,0.95
2311,soon,c,36611,36.87,0.97
2312,suck,v,36572,36.83,0.96
2313,transition,n,36569,36.83,0.93
2314,fairly,r,36548,36.8,0.96
2315,column,n,36526,36.78,0.96
2316,wash,v,36491,36.75,0.96
2317,button,n,36451,36.71,0.96
2318,opponent,n,36412,36.67,0.95
2319,pour,v,36412,36.67,0.94
2320,immigrant,n,36379,36.63,0.93
2321,first,r,36365,36.62,0.96
2322,distribution,n,36338,36.59,0.89
2323,golf,n,36327,36.58,0.91
2324,pregnant,j,36303,36.56,0.98
2325,unable,j,36300,36.56,0.97
2326,alternative,n,36296,36.55,0.95
2327,favorite,n,36231,36.49,0.92
2328,stop,n,36214,36.47,0.98
2329,violent,j,36167,36.42,0.97
2330,portion,n,36150,36.4,0.96
2331,acquire,v,36094,36.35,0.94
2332,suicide,n,36059,36.31,0.97
2333,stretch,v,36058,36.31,0.94
2334,deficit,n,36029,36.28,0.91
2335,symptom,n,36021,36.27,0.91
2336,solar,j,35987,36.24,0.91
2337,complaint,n,35954,36.21,0.95
2338,capable,j,35954,36.21,0.97
2339,analyze,v,35948,36.2,0.9
2340,scared,j,35867,36.12,0.96
2341,supporter,n,35863,36.11,0.93
2342,dig,v,35841,36.09,0.97
2343,twenty,m,35825,36.08,0.92
2344,pretend,v,35824,36.08,0.96
2345,philosophy,n,35824,36.08,0.93
2346,childhood,n,35815,36.07,0.96
2347,lower,v,35791,36.04,0.96
2348,well,n,35789,36.04,0.93
2349,outside,j,35738,35.99,0.98
2350,dark,n,35705,35.96,0.92
2351,wealth,n,35662,35.91,0.95
2352,welfare,n,35639,35.89,0.91
2353,poverty,n,35629,35.88,0.94
2354,prosecutor,n,35613,35.86,0.88
2355,spiritual,j,35599,35.85,0.94
2356,double,j,35592,35.84,0.98
2357,evaluate,v,35577,35.83,0.87
2358,mass,j,35566,35.82,0.95
2359,israeli,j,35547,35.8,0.91
2360,shift,n,35516,35.77,0.97
2361,reply,v,35489,35.74,0.91
2362,buck,n,35423,35.67,0.96
2363,display,n,35418,35.67,0.96
2364,knife,n,35408,35.66,0.94
2365,round,n,35407,35.66,0.95
2366,tech,n,35394,35.64,0.91
2367,detective,n,35355,35.6,0.94
2368,pack,v,35348,35.6,0.96
2369,disorder,n,35345,35.59,0.92
2370,creature,n,35342,35.59,0.95
2371,tear,v,35320,35.57,0.96
2372,closely,r,35294,35.54,0.96
2373,industrial,j,35272,35.52,0.93
2374,housing,n,35224,35.47,0.94
2375,watch,n,35203,35.45,0.96
2376,chip,n,35203,35.45,0.96
2377,regardless,r,35166,35.41,0.94
2378,numerous,j,35164,35.41,0.94
2379,tie,n,35058,35.3,0.97
2380,range,v,35010,35.26,0.91
2381,command,n,35010,35.26,0.97
2382,shooting,n,34970,35.22,0.9
2383,dozen,m,34950,35.2,0.88
2384,pop,v,34932,35.18,0.97
2385,layer,n,34911,35.16,0.93
2386,bread,n,34840,35.08,0.95
2387,exception,n,34835,35.08,0.95
2388,passion,n,34825,35.07,0.97
2389,block,v,34808,35.05,0.97
2390,highway,n,34789,35.03,0.95
2391,pure,j,34741,34.99,0.97
2392,commander,n,34731,34.98,0.94
2393,extreme,j,34678,34.92,0.96
2394,publication,n,34656,34.9,0.92
2395,vice,j,34652,34.9,0.91
2396,fellow,j,34637,34.88,0.97
2397,win,n,34613,34.86,0.91
2398,mystery,n,34553,34.8,0.98
2399,championship,n,34425,34.67,0.88
2400,install,v,34402,34.64,0.94
2401,tale,n,34400,34.64,0.97
2402,liberty,n,34393,34.63,0.95
2403,host,v,34350,34.59,0.93
2404,beneath,i,34337,34.58,0.89
2405,passenger,n,34335,34.58,0.95
2406,physician,n,34292,34.53,0.94
2407,graduate,n,34285,34.53,0.94
2408,sharp,j,34272,34.51,0.95
2409,substance,n,34262,34.5,0.91
2410,atmosphere,n,34247,34.49,0.94
2411,stir,v,34231,34.47,0.86
2412,muslim,j,34226,34.47,0.94
2413,passage,n,34197,34.44,0.94
2414,pepper,n,34195,34.44,0.85
2415,emphasize,v,34190,34.43,0.9
2416,cable,n,34164,34.4,0.94
2417,square,n,34163,34.4,0.96
2418,recipe,n,34098,34.34,0.92
2419,load,v,34026,34.27,0.96
2420,beside,i,34005,34.24,0.85
2421,roof,n,34005,34.24,0.95
2422,vegetable,n,34000,34.24,0.9
2423,accomplish,v,33992,34.23,0.96
2424,silent,j,33973,34.21,0.92
2425,habit,n,33933,34.17,0.97
2426,discovery,n,33930,34.17,0.95
2427,total,n,33836,34.07,0.94
2428,recovery,n,33830,34.07,0.96
2429,dna,n,33819,34.06,0.94
2430,gain,n,33808,34.05,0.95
2431,territory,n,33787,34.02,0.96
2432,girlfriend,n,33779,34.02,0.97
2433,consist,v,33777,34.01,0.91
2434,straight,j,33764,34.0,0.97
2435,surely,r,33758,34.0,0.96
2436,proof,n,33755,33.99,0.97
2437,nervous,j,33745,33.98,0.97
2438,immediate,j,33745,33.98,0.96
2439,parking,n,33735,33.97,0.95
2440,sin,n,33703,33.94,0.93
2441,unusual,j,33695,33.93,0.98
2442,rice,n,33676,33.91,0.94
2443,engineering,n,33630,33.87,0.91
2444,advance,n,33626,33.86,0.96
2445,interview,v,33551,33.79,0.93
2446,bury,v,33531,33.77,0.97
2447,still,j,33525,33.76,0.98
2448,cake,n,33519,33.75,0.94
2449,anonymous,j,33517,33.75,0.88
2450,flag,n,33516,33.75,0.96
2451,contemporary,j,33482,33.72,0.9
2452,good,n,33457,33.69,0.95
2453,jail,n,33453,33.69,0.95
2454,rural,j,33383,33.62,0.91
2455,match,n,33368,33.6,0.97
2456,coach,v,33363,33.6,0.89
2457,interpretation,n,33342,33.58,0.88
2458,wage,n,33339,33.57,0.94
2459,breakfast,n,33309,33.54,0.96
2460,severe,j,33278,33.51,0.95
2461,profile,n,33259,33.49,0.96
2462,saving,n,33236,33.47,0.94
2463,brief,j,33229,33.46,0.96
2464,adjust,v,33205,33.44,0.96
2465,reduction,n,33167,33.4,0.91
2466,constantly,r,33167,33.4,0.96
2467,assist,v,33161,33.39,0.94
2468,bitch,n,33157,33.39,0.88
2469,constant,j,33090,33.32,0.96
2470,permit,v,33083,33.32,0.94
2471,primarily,r,33079,33.31,0.92
2472,entertainment,n,33057,33.29,0.94
2473,shout,v,33053,33.29,0.89
2474,academy,n,33028,33.26,0.95
2475,teaspoon,n,33027,33.26,0.75
2476,dream,v,33013,33.24,0.97
2477,transfer,v,33009,33.24,0.96
2478,usual,j,32997,33.23,0.96
2479,ally,n,32994,33.23,0.96
2480,clinical,j,32983,33.21,0.86
2481,count,n,32971,33.2,0.96
2482,swear,v,32971,33.2,0.96
2483,avenue,n,32968,33.2,0.94
2484,priest,n,32965,33.2,0.96
2485,employment,n,32957,33.19,0.92
2486,waste,v,32952,33.18,0.98
2487,relax,v,32948,33.18,0.96
2488,owe,v,32943,33.17,0.98
2489,transform,v,32910,33.14,0.95
2490,grass,n,32880,33.11,0.92
2491,narrow,j,32874,33.1,0.94
2492,ethnic,j,32857,33.09,0.87
2493,scholar,n,32846,33.08,0.9
2494,edition,n,32842,33.07,0.93
2495,abandon,v,32838,33.07,0.98
2496,practical,j,32834,33.06,0.94
2497,infection,n,32785,33.02,0.89
2498,musical,j,32775,33.01,0.93
2499,suggestion,n,32775,33.01,0.96
2500,resistance,n,32768,33.0,0.93
2501,smoke,v,32716,32.95,0.97
2502,prince,n,32712,32.94,0.96
2503,illness,n,32704,32.93,0.95
2504,embrace,v,32690,32.92,0.97
2505,trade,v,32679,32.91,0.96
2506,republic,n,32646,32.88,0.91
2507,volunteer,n,32631,32.86,0.95
2508,target,v,32627,32.86,0.95
2509,general,r,32547,32.78,0.94
2510,evaluation,n,32514,32.74,0.84
2511,mine,n,32473,32.7,0.98
2512,opposite,j,32431,32.66,0.96
2513,awesome,j,32423,32.65,0.93
2514,switch,v,32414,32.64,0.97
2515,black,n,32406,32.63,0.93
2516,iraqi,j,32364,32.59,0.77
2517,iron,n,32359,32.59,0.95
2518,perceive,v,32339,32.57,0.89
2519,fundamental,j,32336,32.56,0.93
2520,phrase,n,32319,32.55,0.95
2521,assumption,n,32317,32.54,0.92
2522,sand,n,32307,32.53,0.95
2523,designer,n,32303,32.53,0.93
2524,planning,n,32282,32.51,0.92
2525,leading,j,32280,32.51,0.95
2526,mode,n,32229,32.46,0.92
2527,track,v,32224,32.45,0.98
2528,respect,v,32224,32.45,0.98
2529,widely,r,32221,32.45,0.94
2530,occasion,n,32220,32.45,0.97
2531,pose,v,32193,32.42,0.96
2532,approximately,r,32193,32.42,0.91
2533,retire,v,32169,32.4,0.95
2534,elsewhere,r,32165,32.39,0.96
2535,festival,n,32159,32.38,0.92
2536,cap,n,32115,32.34,0.96
2537,secure,v,32084,32.31,0.97
2538,attach,v,32064,32.29,0.97
2539,mechanism,n,32060,32.29,0.9
2540,intention,n,32022,32.25,0.96
2541,scenario,n,32007,32.23,0.95
2542,yell,v,32005,32.23,0.94
2543,incredible,j,31983,32.21,0.96
2544,spanish,j,31958,32.18,0.95
2545,strongly,r,31943,32.17,0.94
2546,racial,j,31893,32.12,0.93
2547,transportation,n,31888,32.11,0.94
2548,pot,n,31864,32.09,0.95
2549,boyfriend,n,31817,32.04,0.97
2550,consideration,n,31756,31.98,0.92
2551,prior,i,31754,31.98,0.93
2552,retirement,n,31749,31.97,0.94
2553,rarely,r,31748,31.97,0.96
2554,joint,j,31738,31.96,0.95
2555,doubt,v,31736,31.96,0.97
2556,preserve,v,31701,31.92,0.95
2557,enormous,j,31697,31.92,0.96
2558,cigarette,n,31674,31.9,0.92
2559,factory,n,31626,31.85,0.96
2560,valuable,j,31626,31.85,0.96
2561,clip,n,31612,31.83,0.73
2562,electric,j,31583,31.8,0.95
2563,giant,n,31557,31.78,0.93
2564,slave,n,31539,31.76,0.94
2565,submit,v,31515,31.74,0.94
2566,effectively,r,31505,31.73,0.94
2567,christian,n,31496,31.72,0.93
2568,monitor,v,31483,31.7,0.95
2569,wonder,n,31463,31.22,0.97
2570,resolve,v,31452,31.67,0.96
2571,remaining,j,31407,31.63,0.95
2572,participation,n,31395,31.62,0.85
2573,stream,n,31393,31.61,0.95
2574,rid,v,31388,31.61,0.98
2575,origin,n,31342,31.56,0.92
2576,teen,n,31336,31.56,0.95
2577,particular,r,31295,31.51,0.94
2578,congressional,j,31271,31.49,0.94
2579,bind,v,31267,31.49,0.96
2580,coat,n,31266,31.49,0.91
2581,tower,n,31252,31.47,0.96
2582,license,n,31242,31.46,0.96
2583,twitter,n,31238,31.46,0.87
2584,impose,v,31201,31.42,0.94
2585,innocent,j,31192,31.41,0.98
2586,curriculum,n,31171,31.39,0.81
2587,mail,n,31141,31.36,0.96
2588,estimate,n,31122,31.34,0.92
2589,insight,n,31094,31.31,0.94
2590,investigator,n,31082,31.3,0.93
2591,virus,n,31075,31.29,0.91
2592,hurricane,n,31072,31.29,0.9
2593,accurate,j,31068,31.29,0.95
2594,provision,n,31059,31.28,0.91
2595,strike,n,31051,31.27,0.96
2596,communicate,v,31040,31.26,0.96
2597,cross,n,31025,31.24,0.97
2598,vary,v,31000,31.22,0.91
2599,jacket,n,30995,31.21,0.92
2600,increasing,j,30970,31.19,0.92
2601,green,n,30968,31.19,0.93
2602,equally,r,30968,31.19,0.95
2603,pay,n,30935,31.15,0.96
2604,in,c,30931,31.15,0.98
2605,light,v,30928,31.15,0.93
2606,implication,n,30921,31.14,0.89
2607,fiction,n,30883,31.1,0.95
2608,protest,n,30878,31.09,0.95
2609,mama,n,30857,31.07,0.9
2610,imply,v,30829,31.05,0.93
2611,twin,n,30810,30.56,0.95
2612,pant,n,30810,31.03,0.95
2613,another,p,30791,31.01,0.97
2614,ahead,i,30782,31.0,0.97
2615,bend,v,30768,30.98,0.92
2616,shock,n,30746,30.96,0.97
2617,exercise,v,30730,30.95,0.95
2618,criteria,n,30727,30.94,0.85
2619,arab,j,30709,30.92,0.89
2620,dirty,j,30707,30.22,0.97
2621,ring,v,30684,30.9,0.94
2622,toy,n,30678,30.89,0.97
2623,potentially,r,30671,30.89,0.94
2624,assault,n,30609,30.82,0.94
2625,peak,n,30595,30.81,0.94
2626,anger,n,30587,30.8,0.97
2627,boot,n,30566,30.78,0.92
2628,dramatic,j,30558,30.77,0.96
2629,peer,n,30537,30.75,0.88
2630,enhance,v,30470,30.68,0.9
2631,math,n,30465,30.68,0.95
2632,slide,v,30451,30.66,0.89
2633,favor,n,30405,30.62,0.98
2634,pink,j,30396,30.61,0.9
2635,dust,n,30376,30.59,0.94
2636,aunt,n,30364,30.58,0.9
2637,lost,j,30362,30.58,0.98
2638,prospect,n,30358,30.57,0.95
2639,mood,n,30344,30.56,0.98
2640,mm-hmm,u,30339,30.55,0.78
2641,settlement,n,30250,30.46,0.93
2642,rather,c,30233,30.45,0.95
2643,justify,v,30199,30.41,0.94
2644,depth,n,30176,30.39,0.96
2645,juice,n,30156,30.37,0.91
2646,formal,j,30129,30.34,0.92
2647,virtually,r,30114,30.33,0.94
2648,gallery,n,30109,30.32,0.92
2649,tension,n,30082,30.29,0.96
2650,throat,n,30071,30.28,0.89
2651,draft,n,30062,30.27,0.93
2652,reputation,n,29988,30.2,0.97
2653,index,n,29987,30.2,0.91
2654,normally,r,29963,30.17,0.98
2655,mess,n,29961,30.17,0.97
2656,joy,n,29949,30.16,0.97
2657,steel,n,29886,30.1,0.94
2658,motor,n,29863,30.07,0.95
2659,enterprise,n,29857,30.07,0.95
2660,salary,n,29856,30.07,0.94
2661,moreover,r,29856,30.07,0.88
2662,giant,j,29852,30.06,0.97
2663,cousin,n,29840,30.05,0.96
2664,ordinary,j,29816,30.03,0.97
2665,graduate,v,29793,30.0,0.97
2666,dozen,n,29771,29.98,0.9
2667,evolution,n,29760,29.97,0.93
2668,so-called,j,29757,29.97,0.96
2669,helpful,j,29707,29.92,0.95
2670,competitive,j,29700,29.91,0.94
2671,lovely,j,29696,29.9,0.97
2672,fishing,n,29682,29.89,0.93
2673,anxiety,n,29659,29.87,0.92
2674,professional,n,29639,29.85,0.92
2675,carbon,n,29639,29.85,0.93
2676,essay,n,29637,29.85,0.91
2677,islamic,j,29622,29.83,0.92
2678,honor,v,29595,29.8,0.97
2679,drama,n,29588,29.8,0.96
2680,odd,j,29585,29.79,0.96
2681,evil,j,29573,29.78,0.96
2682,stranger,n,29572,29.78,0.96
2683,belt,n,29548,29.76,0.96
2684,urge,v,29531,29.74,0.96
2685,toss,v,29527,29.73,0.93
2686,fifth,m,29510,29.72,0.96
2687,formula,n,29504,29.71,0.6
2688,potato,n,29496,29.7,0.93
2689,monster,n,29491,29.7,0.97
2690,smoke,n,29483,29.69,0.94
2691,telephone,n,29482,29.69,0.94
2692,rape,n,29477,29.68,0.92
2693,palm,n,29472,29.68,0.92
2694,jet,n,29468,29.68,0.95
2695,navy,n,29450,29.66,0.96
2696,excited,j,29450,29.66,0.97
2697,plot,n,29444,29.65,0.95
2698,angle,n,29422,29.63,0.93
2699,criticize,v,29408,29.61,0.95
2700,prisoner,n,29394,29.6,0.96
2701,discipline,n,29386,29.59,0.92
2702,negotiation,n,29385,29.59,0.93
2703,damn,j,29373,29.58,0.94
2704,butter,n,29372,29.58,0.9
2705,desert,n,29353,29.56,0.95
2706,complicated,j,29335,29.54,0.98
2707,prize,n,29331,29.54,0.97
2708,blind,j,29326,29.53,0.97
2709,assign,v,29315,29.52,0.94
2710,bullet,n,29277,29.48,0.98
2711,awareness,n,29265,29.47,0.91
2712,sequence,n,29257,29.46,0.91
2713,illustrate,v,29234,29.44,0.91
2714,drop,n,29201,29.41,0.97
2715,pack,n,29197,29.4,0.94
2716,provider,n,29196,29.4,0.92
2717,fucking,r,29176,29.38,0.82
2718,minor,j,29172,29.38,0.97
2719,activist,n,29161,29.37,0.94
2720,poem,n,29138,29.34,0.92
2721,vacation,n,29123,29.33,0.98
2722,weigh,v,29121,29.33,0.97
2723,gang,n,29116,29.32,0.96
2724,privacy,n,29115,29.32,0.93
2725,clock,n,29112,29.32,0.97
2726,arrange,v,29108,29.31,0.96
2727,penalty,n,29096,29.3,0.94
2728,stomach,n,29089,29.29,0.93
2729,concert,n,29086,29.29,0.95
2730,originally,r,29084,29.29,0.96
2731,statistics,n,29070,29.27,0.92
2732,electronic,j,29064,29.27,0.95
2733,properly,r,29063,29.27,0.96
2734,bureau,n,29044,29.25,0.95
2735,wolf,n,29042,29.25,0.94
2736,and/or,c,29029,29.23,0.9
2737,classic,j,29028,29.23,0.95
2738,recommendation,n,28998,29.2,0.93
2739,exciting,j,28990,29.19,0.98
2740,maker,n,28989,29.19,0.95
2741,dear,j,28984,28.88,0.96
2742,impression,n,28975,29.18,0.98
2743,broken,j,28965,29.17,0.96
2744,battery,n,28962,29.17,0.94
2745,narrative,n,28928,29.13,0.89
2746,process,v,28916,29.12,0.95
2747,arise,v,28915,29.12,0.92
2748,kid,v,28911,29.11,0.93
2749,sake,n,28905,29.11,0.97
2750,delivery,n,28903,29.11,0.96
2751,forgive,v,28897,29.1,0.97
2752,visible,j,28886,29.09,0.95
2753,heavily,r,28880,29.08,0.97
2754,junior,j,28869,29.07,0.95
2755,rep,n,28848,29.05,0.92
2756,diversity,n,28848,29.05,0.9
2757,string,n,28844,29.05,0.96
2758,lawsuit,n,28834,29.04,0.91
2759,latter,d,28825,29.03,0.92
2760,cute,j,28813,29.02,0.96
2761,deputy,n,28806,29.01,0.94
2762,restore,v,28777,28.98,0.97
2763,buddy,n,28763,28.97,0.94
2764,psychological,j,28740,28.94,0.89
2765,besides,r,28711,28.91,0.96
2766,intense,j,28703,28.9,0.97
2767,friendly,j,28697,27.28,0.98
2768,evil,n,28696,28.9,0.96
2769,lane,n,28689,28.89,0.95
2770,hungry,j,28647,28.85,0.97
2771,bean,n,28639,28.84,0.92
2772,sauce,n,28639,28.84,0.88
2773,print,v,28636,28.84,0.9
2774,dominate,v,28636,28.84,0.95
2775,testing,n,28626,28.83,0.93
2776,trick,n,28621,28.82,0.98
2777,fantasy,n,28620,28.82,0.97
2778,absence,n,28618,28.82,0.93
2779,offensive,j,28611,28.81,0.92
2780,symbol,n,28609,28.81,0.95
2781,recognition,n,28585,28.79,0.92
2782,detect,v,28574,28.77,0.93
2783,tablespoon,n,28554,28.75,0.77
2784,construct,v,28515,28.72,0.91
2785,hmm,u,28510,28.71,0.87
2786,arrest,n,28504,28.7,0.95
2787,approval,n,28499,28.7,0.96
2788,aids,n,28489,28.69,0.89
2789,whereas,c,28472,28.67,0.9
2790,defensive,j,28464,28.66,0.92
2791,independence,n,28463,28.66,0.93
2792,apologize,v,28462,28.66,0.97
2793,top,i,28439,28.64,0.97
2794,asian,j,28419,28.62,0.93
2795,rose,n,28398,28.6,0.95
2796,ghost,n,28365,28.56,0.95
2797,involvement,n,28357,28.56,0.9
2798,permanent,j,28345,28.54,0.96
2799,wire,n,28337,28.54,0.96
2800,whisper,v,28334,28.53,0.84
2801,mouse,n,28329,28.53,0.9
2802,airline,n,28327,28.53,0.9
2803,founder,n,28315,28.51,0.94
2804,objective,n,28315,28.51,0.89
2805,nowhere,r,28292,28.49,0.98
2806,alternative,j,28282,28.48,0.92
2807,phenomenon,n,28258,28.46,0.93
2808,evolve,v,28257,28.46,0.95
2809,not,c,28251,28.45,0.94
2810,exact,j,28250,28.45,0.97
2811,silver,n,28244,28.44,0.94
2812,cent,n,28231,28.43,0.95
2813,universal,j,28224,28.42,0.94
2814,teenager,n,28219,28.42,0.96
2815,crucial,j,28219,28.42,0.94
2816,viewer,n,28181,28.38,0.95
2817,schedule,v,28174,28.37,0.95
2818,ridiculous,j,28150,28.35,0.97
2819,chocolate,n,28147,28.34,0.95
2820,sensitive,j,28109,28.31,0.97
2821,bottom,j,28102,28.3,0.96
2822,grandmother,n,28091,28.29,0.94
2823,missile,n,28086,28.28,0.91
2824,roughly,r,28083,28.28,0.95
2825,constitutional,j,28065,28.26,0.92
2826,adventure,n,28045,28.24,0.97
2827,genetic,j,28027,28.22,0.93
2828,advance,v,28014,28.21,0.96
2829,related,j,28013,28.21,0.91
2830,swing,v,27981,28.18,0.92
2831,ultimate,j,27973,28.17,0.96
2832,manufacturer,n,27966,28.16,0.92
2833,unknown,j,27955,28.15,0.97
2834,wipe,v,27952,28.15,0.93
2835,crop,n,27946,28.14,0.93
2836,survival,n,27914,28.11,0.95
2837,line,v,27910,28.11,0.96
2838,dimension,n,27889,28.08,0.89
2839,resist,v,27867,28.06,0.97
2840,request,v,27861,28.06,0.97
2841,roll,n,27831,28.03,0.97
2842,shape,v,27828,28.02,0.95
2843,darkness,n,27827,28.02,0.9
2844,guarantee,v,27824,28.02,0.97
2845,historic,j,27799,27.99,0.94
2846,educator,n,27782,27.98,0.8
2847,rough,j,27778,27.97,0.98
2848,personnel,n,27773,27.97,0.94
2849,race,v,27773,27.97,0.95
2850,confront,v,27771,27.97,0.96
2851,terrorist,n,27765,27.96,0.92
2852,royal,j,27749,27.94,0.96
2853,elite,n,27712,27.91,0.93
2854,occupy,v,27708,27.9,0.96
2855,emphasis,n,27699,27.89,0.9
2856,wet,j,27690,27.88,0.93
2857,destruction,n,27666,27.86,0.95
2858,raw,j,27663,27.86,0.96
2859,inner,j,27642,27.84,0.96
2860,proceed,v,27636,27.83,0.97
2861,violate,v,27630,27.82,0.96
2862,chart,n,27628,27.82,0.95
2863,pace,n,27613,27.81,0.96
2864,finance,n,27594,27.79,0.95
2865,champion,n,27593,27.79,0.93
2866,snap,v,27586,27.78,0.92
2867,suspect,n,27585,27.78,0.94
2868,advise,v,27580,27.77,0.97
2869,initially,r,27566,27.76,0.95
2870,advanced,j,27563,27.76,0.95
2871,unlikely,j,27546,27.74,0.96
2872,barrier,n,27530,27.72,0.93
2873,advocate,n,27479,27.67,0.94
2874,label,n,27479,27.67,0.96
2875,access,v,27476,27.67,0.88
2876,horrible,j,27456,27.65,0.97
2877,burden,n,27443,27.64,0.96
2878,violation,n,27435,27.63,0.95
2879,unlike,i,27434,27.63,0.97
2880,idiot,n,27432,27.62,0.94
2881,lifetime,n,27432,27.62,0.98
2882,working,j,27367,27.56,0.96
2883,fund,v,27347,27.54,0.95
2884,ongoing,j,27334,27.53,0.94
2885,react,v,27322,27.51,0.97
2886,routine,n,27266,27.46,0.97
2887,presentation,n,27265,27.46,0.93
2888,supply,v,27255,27.45,0.96
2889,gear,n,27243,27.43,0.94
2890,photograph,v,27239,27.43,0.72
2891,mexican,j,27233,27.42,0.94
2892,stadium,n,27233,27.42,0.87
2893,translate,v,27231,27.42,0.96
2894,mortgage,n,27227,27.42,0.91
2895,sheriff,n,27193,27.38,0.93
2896,clinic,n,27190,27.38,0.96
2897,spin,v,27184,27.38,0.94
2898,coalition,n,27166,27.36,0.92
2899,naturally,r,27157,27.35,0.96
2900,hopefully,r,27150,27.34,0.94
2901,mix,n,27117,27.31,0.95
2902,menu,n,27113,27.3,0.94
2903,smooth,j,27095,27.29,0.93
2904,advertising,n,27069,27.26,0.94
2905,interpret,v,27068,27.26,0.91
2906,plant,v,27047,27.24,0.95
2907,dismiss,v,27026,27.22,0.97
2908,muslim,n,26994,27.18,0.92
2909,apparent,j,26981,27.17,0.95
2910,arrangement,n,26976,27.17,0.95
2911,incorporate,v,26974,27.16,0.91
2912,split,v,26970,27.16,0.99
2913,brilliant,j,26970,27.16,0.98
2914,storage,n,26941,27.13,0.94
2915,framework,n,26926,27.12,0.85
2916,honestly,r,26926,27.12,0.95
2917,chase,v,26901,27.09,0.98
2918,sigh,v,26874,27.06,0.86
2919,assure,v,26863,27.05,0.98
2920,utility,n,26839,27.03,0.93
2921,taste,v,26826,27.01,0.95
2922,aggressive,j,26819,27.01,0.96
2923,cookie,n,26809,27.0,0.93
2924,terror,n,26792,26.98,0.93
2925,free,v,26787,26.98,0.98
2926,worth,n,26778,26.97,0.97
2927,wealthy,j,26746,26.93,0.96
2928,update,v,26744,26.93,0.92
2929,forum,n,26724,26.91,0.93
2930,alliance,n,26718,26.91,0.94
2931,possess,v,26713,26.9,0.95
2932,empire,n,26692,26.88,0.95
2933,curious,j,26666,26.85,0.97
2934,corn,n,26609,26.8,0.95
2935,neither,d,26586,26.77,0.98
2936,calculate,v,26570,26.76,0.91
2937,hurry,v,26561,26.75,0.9
2938,testimony,n,26542,26.73,0.92
2939,elementary,j,26542,26.73,0.89
2940,transfer,n,26541,26.73,0.92
2941,stake,n,26539,26.73,0.97
2942,precisely,r,26538,26.72,0.95
2943,bite,v,26532,26.72,0.95
2944,given,j,26528,26.71,0.93
2945,substantial,j,26521,26.71,0.93
2946,depending,i,26517,26.7,0.96
2947,glance,v,26481,26.67,0.78
2948,tissue,n,26475,26.66,0.92
2949,concentration,n,26470,26.66,0.89
2950,developer,n,26466,26.65,0.92
2951,found,v,26466,26.65,0.94
2952,ballot,n,26460,26.65,0.87
2953,consume,v,26453,26.64,0.96
2954,overcome,v,26449,26.63,0.96
2955,biological,j,26435,26.62,0.93
2956,chamber,n,26416,26.6,0.96
2957,similarly,r,26400,26.59,0.9
2958,stick,n,26373,26.56,0.96
2959,dare,v,26363,26.55,0.97
2960,developing,j,26334,26.52,0.91
2961,tiger,n,26334,26.52,0.92
2962,ratio,n,26305,26.49,0.88
2963,lover,n,26282,26.47,0.97
2964,expansion,n,26265,26.45,0.93
2965,encounter,v,26259,26.44,0.95
2966,occasionally,r,26250,26.43,0.95
2967,unemployment,n,26248,26.43,0.93
2968,pet,n,26240,26.42,0.96
2969,awful,j,26206,26.39,0.97
2970,laboratory,n,26198,26.38,0.91
2971,administrator,n,26195,26.38,0.9
2972,wind,v,26183,26.37,0.97
2973,quarterback,n,26181,26.36,0.87
2974,rocket,n,26167,26.35,0.94
